product_id,title,skus,publication_name,publication_id,published_on_publication,status
gid://shopify/Product/15724615893376,WORD BEARERS OMNIBUS (PB),60100181846,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724616057216,VALDOR: BIRTH OF THE IMPERIUM (PB),60100181505,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724616221056,LEVIATHAN (PB),60100181141,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724616384896,GHAZGHKULL THRAKA PROPHET O/T WAAAGH PB,60100181351,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724616515968,THE LION: SON OF THE FOREST (PB),60100181507,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724616647040,CYPHER: LORD OF THE FALLEN,60100181016,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724616843648,SIEGE OF TERRA: ECHOES OF ETERNITY,60100181144,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724616974720,CIAPHAS CAIN: VAINGLORIOUS (PB),60100181189,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724617171328,GENEFATHER (PB),60100181352,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724617400704,SIEGE OF VRAKS (HB),60040181339,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724617531776,THE FALL OF CADIA (PAPERBACK),60100181354,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724617695616,ABOVE AND BEYOND (HB),60040181344,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724617859456,THE END AND THE DEATH: VOLUME 1 (PB),60100181357,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724618023296,DA BIG DAKKA (PB),60100181364,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724618187136,LAZARUS: ENMITY'S EDGE (PB),60100181366,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724618482048,THE DARK COIL: DAMNATION (PB OMNIBUS),60100181482,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724618613120,SIEGE OF VRAKS (PB),60100181509,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724618809728,RAVENOR: THE OMNIBUS (PB),60100181511,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724618973568,DAWN OF FIRE: THE SILENT KING (PB),60100181513,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724619137408,DAEMONHAMMER (PB),60100181514,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724619334016,LEGENDS OF THE WOLF: THE OMNIBUS (PB),60100181515,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724619497856,SOT: THE END AND THE DEATH (VOL 2) (PB),60100181517,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724619694464,DOMINION GENESIS (PB),60100181518,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724619956608,MORVENN VAHL: SPEAR OF FAITH (PB),60100181519,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724620153216,THE FIRST FOUNDING (HB),60040181393,Online Store,gid://shopify/Publication/308211384704,false,published
